#NAME,MSINI,A,PER,TT,DEPTH,I,R,T14,RA,DEC,V,VURL,VREF,TEFF,RSTAR
#,mjupiter,au,day,,,deg,rjupiter,day,hr,deg,,,,k,rsun
Kepler-375 c,,0.144132,19.986326,2454968.52342,,,0.236417,3.81,19.24118888907962,48.09841111077203,,,,5826,0.837
Kepler-137 b,,0.0811044,8.436387,2455012.8864,,,0.131145,3.217,18.8090388891432,43.03910000006358,,,,5187,0.802
Kepler-85 d,,0.133985,17.91323,2454968.53773,,,0.107057,4.51,19.39823055585225,45.29031944433848,,,,5436,0.893
Kepler-224 c,,0.0640814,5.925003,2455002.71508,,,0.278348,2.843,19.39561944431729,47.35760000016954,,,,5018,0.676
WASP-22 b,0.559004,0.0468682,3.53269,2454780.2496,0.0104,89.2,1.12,0.137,3.521201110945808,-23.81969444433848,12,,,6000,1.13
WASP-2 b,0.904818,0.0312729,2.1522254,2453991.51428,0.01802,84.73,1.077,0.07372,20.51503611140781,6.42952777756585,11.88,,,5200,0.84
Kepler-392 b,,0.0598046,5.341853,2454969.30141,,,0.089214,3.043,19.24405000050863,43.36808055559794,,,,5938,1.129
Kepler-247 c,,0.087412,9.439452,2455010.18536,,,0.364885,2.896,19.24283055517409,43.03928888903724,,,,5100,0.768
Kepler-271 b,,0.0588746,5.217738,2454967.8195,,,0.0794005,3.387,18.8668611111078,44.28423055556085,,,,5524,0.88
Kepler-30 c,0,0.300013,60.3231,2455357.887,0.0162,89.68,1.09635,0.2392,19.01891000005934,38.9472777779897,,,,5498,0.95
Kepler-190 c,,0.0473476,3.763024,2454965.59486,,,0.130252,1.536,19.23893888897366,44.73379999998543,,,,5106,0.795
WASP-34 b,0.581308,0.0520747,4.3176782,2454647.55358,0.01261,85.2,1.22,0.0876,11.02663722250197,-23.86063888867696,10.28,,,5700,0.93
Kepler-397 c,,0.516293,135.498527,2455066.69038,,,0.551343,6.901,19.72626944435967,42.3804499997033,,,,5307,0.767
HAT-P-22 b,2.14822,0.0414094,3.21222,2454930.22001,0.0113422,86.9,1.08,0.1196,10.3787747224172,50.12833333333333,9.732,,,5302,1.04
Kepler-221 b,,0.0388408,2.795906,2454965.72929,,,0.152556,2.064,19.77698055585225,46.83526944438616,,,,5243,0.821
CoRoT-7 b,0.0155646,0.0171897,0.853585,2454398.0767,0.0003497,80.1,0.1498,0.046875,6.730408333672417,-1.063027778201633,11.668,,,5275,0.87
Kepler-172 e,,0.209877,35.118736,2454985.11935,,,0.246231,3.559,18.89123055564033,41.82186111132305,,,,5526,1.085
Kepler-178 b,,0.0882572,9.576694,2455009.68127,,,0.258721,3.377,19.14006944444444,46.89648055606418,,,,5676,1.066
Kepler-147 c,,0.203039,33.416423,2455004.33383,,,0.21679,7.293,19.19838055504693,39.08718055566152,,,,6012,1.468
HATS-1 b,1.85957,0.0444708,3.446459,2455241.28722,0.0165894,85.6,1.302,0.1007,11.70168888886769,-23.35483333322737,12.05,,,5870,1.038
Kepler-378 c,,0.184331,28.906009,2454991.82172,,,0.0624498,3.043,19.6632388888465,46.43863888899485,,,,4661,0.671
HD 80606 b,3.89024,0.447343,111.4367,2454876.344,0.0111725,89.285,1.029,0.504,9.377091666327583,50.60370555559794,9.06,,,5572.51,0.98
Kepler-158 b,,0.127912,16.709184,2455007.75561,,,0.189134,2.765,18.93548055556085,39.78133055580987,,,,4623,0.624
Kepler-45 b,0.510798,0.0298817,2.455239,2455003.82108,0.03204,87,0.96,0.0454625,19.52485972245534,41.06424999978807,16.88,,,3820,0.55
Kepler-68 b,0.0238819,0.061775,5.398763,2455006.85729,0.000289,87.6,0.205901,0.14706,19.40215666664971,49.04024999989404,10.08,,,5793,1.243
Kepler-308 b,,0.0889821,9.694928,2455015.45617,,,0.189134,2.609,19.71901111099455,40.43954999976688,,,,5895,0.941
WASP-78 b,0.877779,0.0361391,2.17517656,2455882.35904,0.0065,83.2,1.7,0.1953,4.250418055554231,-22.11641666624281,11.96,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,Smalley 2012,6100,2.2
Kepler-108 c,,0.647542,190.323494,2455145.67323,,,0.729771,15.7,19.63728055556615,46.06233055538601,,,,5854,2.192
Kepler-266 c,,0.443078,107.723601,2455187.18347,,,0.347043,8.08,19.63228888935513,44.16691111110978,,,,5885,1.028
Kepler-239 c,,0.287238,56.228098,2454965.28814,,,0.223927,3.7,19.61348055521647,40.66341111077202,,,,4914,0.763
Kepler-205 c,,0.145668,20.306546,2455005.6562,,,0.146311,2.873,19.01913888878292,41.86116944419013,,,,4321,0.546
Kepler-319 b,,0.0522529,4.362705,2454968.23073,,,0.145419,2.194,19.25413055552377,39.7706611111429,,,,5526,0.903
Kepler-162 c,,0.141525,19.446355,2455003.10194,,,0.270319,3.527,19.81858888891008,43.72401944425371,,,,5816,0.958
Kepler-126 c,,0.153051,21.869741,2454973.29159,,,0.140958,5.479,19.28981944455041,44.20851111094157,,,,6239,1.358
Kepler-384 c,,0.248874,45.348269,2454975.2508,,,0.100812,4.657,19.06841111116939,44.78286944495307,,,,5577,0.882
Kepler-212 c,,0.196459,31.805174,2455023.2483,,,0.244446,8.316,19.17471944438087,43.14165000014835,,,,5852,1.455
Kepler-53 c,,0.221868,38.5583038,2454996.84816,,,0.282556,0.209008,19.36411833339267,40.56244444423251,,,,5858,0.89
Kepler-321 b,,0.0565776,4.915379,2454965.69543,,,0.157909,2.725,19.63026111072964,44.14596944491068,,,,5740,1.194
Kepler-402 d,,0.0841819,8.921099,2454970.49095,,,0.123115,3.838,19.22468055566152,43.35461111121707,,,,6090,1.264
Kepler-339 d,,0.0941898,10.558345,2454969.34663,,,0.10438,3.41,19.55678055551317,48.44463888910082,,,,5631,0.802
TrES-3 b,1.87299,0.0227178,1.30618581,2454185.9101,0.0273903,81.85,1.336,0.0574474,17.86861666666137,37.54616666687859,12.402,,,5650,0.812
Kepler-188 b,,0.0317043,2.061897,2454966.19858,,,0.14988,1.791,18.75198055558734,44.31553055551317,,,,6021,1.141
Kepler-10 c,0,0.239651,45.29485,2454971.6761,0.000375584,89.65,0.198671,0.285958,19.04529527770148,50.24130555576748,,,,5627,1.056
Kepler-259 c,,0.217013,36.924931,2455007.22336,,,0.240878,4.723,19.21413055525885,46.615,,,,5938,0.898
Kepler-304 d,,0.0887283,9.653471,2454967.85589,,,0.245339,2.987,19.62945000012716,40.55758888880411,,,,4731,0.687
Kepler-150 e,,0.192408,30.826557,2454986.01043,,,0.278348,5.455,19.21561111132304,40.52089999993642,,,,5560,0.939
Kepler-218 c,,0.246495,44.699576,2455007.82235,,,0.280132,6.271,19.69418888939752,46.26646944469876,,,,5502,1.063
Kepler-203 b,,0.0421675,3.162697,2455002.64158,,,0.22928,1.9,19.80600000010596,41.38803055551317,,,,5821,1.114
Kepler-6 b,0.668332,0.0456089,3.234723,2454954.48636,0.00966092,86.8,1.323,0.164201,19.78915027777354,48.23994444423252,,,,5647,1.391
Kepler-244 d,,0.14444,20.050401,2455021.08718,,,0.206084,4.504,19.14951111157735,42.30136944439676,,,,5554,0.803
Kepler-358 b,,0.20564,34.060467,2454974.36327,,,0.242662,2.461,19.54868055555556,48.28136944452921,,,,5908,0.954
Kepler-373 c,,0.127997,16.725948,2454976.74868,,,0.110625,2.875,19.2925305557251,50.5970500002967,,,,5787,0.845
Kepler-299 b,,0.0400468,2.927128,2454966.82858,,,0.117763,2.546,18.88046111106873,48.58049999978807,,,,5617,1.032
Kepler-140 c,,0.396968,91.353282,2455022.60562,,,0.160585,7.919,19.15796944459279,46.76821944448683,,,,6077,1.288
Kepler-23 d,,0.12048,15.274299,2454980.58253,,,0.196271,6.094,19.61460000038147,49.47921944406298,,,,5828,1.548
Kepler-84 b,,0.107552,12.883,,,,0.211,,19.8834697222213,40.49605555534363,,,,5755,1.43
HAT-P-26 b,0.0586313,0.0478684,4.234516,2455304.65122,0.00543169,88.6,0.565,0.1023,14.21042694409688,4.060027777353922,11.744,,,5079,0.788
Kepler-292 f,,0.148181,20.834237,2455019.03249,,,0.209653,4.341,19.71773888885975,42.42428055551317,,,,5299,0.826
Kepler-20 e,0,0.063351,6.098493,2454968.9336,0.0000707281,87.5,0.0773688,0.132523,19.17986777729458,42.33869444423252,12.51,,,5466,0.944
Kepler-296 d,,0.143477,19.850242,2454966.65098,,,0.203408,2.826,19.10266944434908,49.43733055565092,,,,4249,0.557
Kepler-62 d,,0.119499,18.16406,2455013.8117,0.00092,89.7,0.173812,0.12375,18.88084972169664,45.34986111111111,13.8,,,4925,0.64
Kepler-298 d,,0.355666,77.473633,2455017.24735,,,0.223035,4.433,18.86931944449743,48.82536111089919,,,,4465,0.582
Kepler-269 b,,0.0596916,5.326718,2455190.12204,,,0.220359,3.387,19.34768055597941,41.77596944491069,,,,5847,0.959
Kepler-248 b,,0.0668155,6.308205,2455007.04657,,,0.269426,3.008,19.53743055555556,43.58136111153497,,,,5190,0.831
Kepler-160 b,,0.0518266,4.309427,2454967.03257,,,0.13739,3.022,19.18489999996291,42.86928055551317,,,,5857,0.884
CoRoT-11 b,2.33146,0.0440549,2.99433,2454597.679,0.011449,83.17,1.43,0.1042,18.71248611132304,5.937694444391463,12.8,,,6440,1.37
Kepler-369 c,,0.118353,14.871572,2454970.69114,,,0.125792,2.427,19.57828055593702,47.9084611108568,,,,3591,0.471
Kepler-142 d,,0.235751,41.809118,2454981.69926,,,0.192702,8.687,19.67458888901605,48.4812805557251,,,,5790,1.269
Kepler-398 b,,0.0499821,4.081423,2454966.85795,,,0.082969,2.287,19.43123888863458,40.34385000016955,,,,4493,0.613
Kepler-299 d,,0.119323,15.054786,2454977.58557,,,0.165938,4.279,18.88046111106873,48.58049999978807,,,,5617,1.032
GJ 436 b,0.0725512,0.0287188,2.64385,2454415.62074,0.006956,86.36,0.3767,0.0317,11.70291944450802,26.70854722234938,10.68,,,3350,0.464
Kepler-142 c,,0.0553921,4.761702,2455003.33543,,,0.255152,3.303,19.67458888901605,48.4812805557251,,,,5790,1.269
Kepler-181 c,,0.0517683,4.302149,2455006.43717,,,0.177536,1.965,19.7434305551317,50.09581111060249,,,,5333,0.749
Kepler-364 b,,0.170638,25.745718,2454968.95058,,,0.138282,6.983,18.77133055580987,47.39868888854981,,,,6108,1.284
Kepler-173 c,,0.0783205,8.005777,2455003.5034,,,0.21679,3.129,19.64311111132304,41.88411111109787,,,,6031,0.949
Kepler-290 b,,0.11685,14.589347,2454974.93413,,,0.200732,2.404,19.09400000042385,42.68155000050862,,,,5147,0.743
WASP-37 b,1.79324,0.0446312,3.577469,2455338.6188,0.01427,88.82,1.16,0.1304,14.79626666704814,1.064944444232517,12.704,,,5800,1.003
Kepler-223 c,,0.0899174,9.848183,2454971.38748,,,0.178428,5.832,19.88788888878292,47.2794888888465,,,,5829,1.017
Kepler-224 e,,0.137602,18.643577,2454974.62463,,,0.175752,1.846,19.39561944431729,47.35760000016954,,,,5018,0.676
Kepler-322 c,,0.0520493,4.337234,2454965.84959,,,0.148987,2.454,18.75658888869815,44.29523888905843,,,,5388,0.89
Kepler-163 c,,0.150603,21.347262,2455004.7359,,,0.201624,3.765,19.66685000000729,46.98733055565092,,,,5776,0.917
HAT-P-40 b,0.619927,0.060845,4.457243,2455813.17584,0.00651249,88.3,1.73,0.2557,22.367527222236,45.45733333322737,11.34,,,6080,2.206
Kepler-169 f,,0.38452,87.090195,2455020.3184,,,0.230172,6.313,19.06666111098395,40.91931944449743,,,,4997,0.763
Kepler-283 b,,0.0968462,11.008151,2454976.22626,,,0.190026,2.087,19.57424999978807,47.83899999989404,,,,4351,0.566
Kepler-214 b,,0.122502,15.660544,2454979.34895,,,0.232849,7.006,18.98366111109654,44.95603055530125,,,,6169,1.352
Kepler-314 b,,0.0356743,2.461069,2454966.31441,,,0.0740476,2.293,19.64493888854981,42.07558055559794,,,,5378,0.95
Kepler-188 c,,0.0645963,5.996553,2455005.50314,,,0.284593,3.231,18.75198055558734,44.31553055551317,,,,6021,1.141
Kepler-233 b,,0.0813349,8.472382,2455007.16212,,,0.21679,2.697,19.75776944425371,51.3195194445716,,,,5360,0.758
Kepler-118 b,,0.0751093,7.518496,2454965.53666,,,0.174859,2.857,19.94753888871935,41.42483055538601,,,,5274,1.094
Kepler-110 b,,0.106481,12.691112,2454970.12296,,,0.163262,3.755,19.52861111111111,48.60281111107933,,,,5960,1.149
Kepler-195 b,,0.0802786,8.307872,2455004.1712,,,0.181104,3.15,19.20806111123827,47.96666944444438,,,,5329,0.775
Kepler-50 c,,0.0932375,9.3761368,2454969.96857,,,0.248685,0.108425,19.20672694418165,50.03372222221559,10.54,,,6058,1.88
Kepler-359 b,,0.169831,25.563222,2455208.28439,,,0.314926,4.284,19.55291111098396,42.19635000016954,,,,6248,1.086
Kepler-359 d,,0.354508,77.095691,2455035.67392,,,0.357748,3.476,19.55291111098396,42.19635000016954,,,,6248,1.086
Kepler-115 b,,0.0351175,2.403679,2454967.72847,,,0.0972433,1.306,19.84746111128065,45.26191944440206,,,,5979,1.205
Kepler-180 b,,0.11269,13.817124,2454968.04028,,,0.133821,3.74,19.70476111094157,49.77458055549198,,,,5731,1.063
Kepler-43 b,3.21573,0.0449294,3.024095,2454965.4159,0.00753424,84.35,1.2,0.121917,19.0160583337148,46.66822222219573,,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Bonomo 2012,6041,1.42
Kepler-310 b,,0.113307,13.930698,2454967.42673,,,0.106165,2.104,19.2559611108568,46.98673888895247,,,,5797,0.876
Kepler-222 c,,0.0913762,10.08881,2455006.08263,,,0.413953,1.714,19.19373888863458,46.93776944451862,,,,5433,0.869
KELT-6 b,0.431127,0.0794132,7.8457,2456347.796793,0.000602,88.81,1.193,0.23,13.06545777744717,30.64002777788374,10.336,,,6102,1.58
WASP-13 b,0.477697,0.0537035,4.353011,2455575.5136,0.00851191,85.19,1.389,0.169292,9.340194999906753,33.88238888846504,10.42,,,5826,1.512
Kepler-84 b,,,12.883,,0,,0.211,,,,,,,5755,1.43
Kepler-58 d,,0.229287,40.101371,2454965.71799,,,0.262289,5.443,19.75723888874054,39.11518888897366,,,,6099,1.127
HAT-P-18 b,0.197162,0.0559503,5.508023,2454715.02174,0.0186322,88.8,0.995,0.1131,17.08976416640811,33.01247222264607,12.759,,,4803,0.749
Kepler-357 b,,0.0679912,6.475434,2454970.57941,,,0.164154,2.651,19.41621111128065,44.0087194442749,,,,5036,0.834
WASP-43 b,1.7613,0.0142363,0.813475,2455528.86774,0.0255,82.6,0.93,0.0483,10.32722444428338,-9.80625,12.4,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,Hellier 2011,4400,0.598
Kepler-159 c,,0.242421,43.595792,2455027.54523,,,0.30422,5.153,19.80468055566152,40.8687888888518,,,,4625,0.663
Kepler-39 b,18.1767,0.155007,21.0874,2454972.5959,0.00802816,88.83,1.22,0.250833,19.79735222180685,46.03427777780427,,,,6260,1.39
Kepler-215 b,,0.086925,9.360672,2455004.96719,,,0.144527,3.035,19.66489999983046,45.21368888854981,,,,5739,1.027
Kepler-294 b,,0.0468277,3.701212,2455013.27593,,,0.157909,2.476,19.15946944448683,46.05931111123827,,,,5913,0.976
Kepler-29 b,0,0.0928723,10.3376,2454982.75,0.00117649,,0.320884,0.117,19.88988833321465,47.49122222211626,,,,5750,0.96
Kepler-24 b,0,0.0800144,8.14561,2454973.5689,0.00005476,,0.213923,0.1675,19.36088444391887,38.34375,,,,5800,1.07
Kepler-306 b,,0.0544926,4.646186,2455187.59058,,,0.135605,2.316,19.23591111103694,40.61614999983046,,,,4954,0.719
Kepler-83 b,,0.0778725,9.77,,,,0.252,,18.81549999978807,43.66563888867696,,,,4648,0.61
CoRoT-3 b,21.799,0.0573788,4.2568,2454283.1383,0.004395,85.9,1.01,0.159453,19.47035138898426,0.1218333334392971,13.292,,,6740,1.56
Kepler-377 b,,0.105463,12.509529,2454970.00758,,,0.124008,4.022,19.69479999966092,38.73568888876174,,,,5949,1.224
Kepler-126 d,,0.422434,100.283134,2455078.04434,,,0.223035,10.841,19.28981944455041,44.20851111094157,,,,6239,1.358
HAT-P-38 b,0.267451,0.0522992,4.640382,2455863.11957,0.00842724,88.3,0.825,0.1267,2.358866666687859,32.24633333312141,12.557,,,5330,0.923
Kepler-18 d,0.0515706,0.117171,14.85888,2455169.1776,0.00334315,88.07,0.622714,0.153292,19.87196305539873,44.74636111153497,,,,5383,1.108
Kepler-380 b,,0.0487448,3.930821,2454968.19896,,,0.106165,2.962,18.8263111114502,48.75913888931274,,,,6045,1.224
Kepler-132 d,,0.134468,18.010199,2455012.42116,,,0.138282,2.91,18.88238888846503,41.34303888850742,,,,6003,1.178
Kepler-228 b,,0.0366865,2.566546,2455012.5536,,,0.136497,2.327,19.75241111119588,48.2246694442961,,,,6043,1.014
Kepler-139 b,,0.123078,15.771044,2455017.90582,,,0.262289,5.068,18.82613055547078,43.88934999995762,,,,5594,1.3
Kepler-375 b,,0.103296,12.125934,2454975.10445,,,0.12936,3.04,19.24118888907962,48.09841111077203,,,,5826,0.837
Kepler-182 b,,0.0897811,9.825792,2454964.42414,,,0.230172,4.961,19.32201111104753,50.58623888889949,,,,6250,1.146
Kepler-306 e,,0.247015,44.840975,2455192.87387,,,0.202516,5.484,19.23591111103694,40.61614999983046,,,,4954,0.719
Kepler-253 b,,0.0475233,3.783986,2454966.28036,,,0.145419,1.932,19.45613055547078,44.85808888912201,,,,5208,0.786
Kepler-259 b,,0.0790333,8.115317,2455007.51955,,,0.249799,2.954,19.21413055525885,46.615,,,,5938,0.898
PH-2 b,,0.825444,282.5255,2455196.1,0.009882,89.83,0.902041,0.495163,19.31757333331638,51.96260000016954,,,,5629,1
CoRoT-18 b,3.48002,0.0295483,1.9000693,2455321.72412,0.0179828,86.5,1.31,0.0994583,6.544827500449286,-0.03158333354526096,15,,,5440,1
Kepler-203 d,,0.0987232,11.32972,2454966.96882,,,0.128468,3.992,19.80600000010596,41.38803055551317,,,,5821,1.114
Kepler-224 b,,0.0419025,3.132924,2454968.67544,,,0.124008,2.034,19.39561944431729,47.35760000016954,,,,5018,0.676
Kepler-205 b,,0.038467,2.75564,2455003.84454,,,0.134713,1.948,19.01913888878292,41.86116944419013,,,,4321,0.546
GJ 1214 b,0.0203507,0.0143253,1.58040482,2454980.7487955,0.0134792,90,0.2389,0.0366181,17.25526111125946,4.963805555767483,15.1,,,3026,0.211
Kepler-268 c,,0.373719,83.446393,2454991.6851,,,0.301543,7.219,19.46508055580987,38.05508055580987,,,,6081,1.274
Kepler-135 c,,0.0994132,11.448708,2454974.38697,,,0.103488,5.047,19.36633888880412,38.7954805554284,,,,6090,1.275
Kepler-265 c,,0.129538,17.028937,2454976.33642,,,0.234633,4.732,19.36736111111111,41.24481944402059,,,,5835,1.103
HAT-P-25 b,0.566683,0.0465813,3.652836,2455176.85173,0.0162562,87.6,1.19,0.1174,3.229027777777778,25.19738888846503,13.15,,,5500,0.959
Kepler-341 e,,0.238241,42.473269,2454979.27815,,,0.177536,7.168,19.32411111089918,43.47276944425371,,,,6012,1.024
Kepler-399 b,,0.115973,14.425281,2454969.75198,,,0.0856455,3.686,19.96678055555456,40.67080000003179,,,,5502,0.68
Kepler-341 c,,0.0783507,8.01041,2454968.31534,,,0.151664,4.216,19.32411111089918,43.47276944425371,,,,6012,1.024
Kepler-265 d,,0.240693,43.130617,2454999.27537,,,0.222143,3.066,19.36736111111111,41.24481944402059,,,,5835,1.103
Kepler-243 c,,0.144324,20.026218,2454979.90767,,,0.177536,1.319,19.00736944463518,42.03396111110846,,,,5228,0.842
Kepler-9 c,0.16858,0.22473,38.90861,2455164.18301,0.00594,88.12,0.823,0.17121,19.03826555569967,38.40086111108462,13.9,,,,1.1
Kepler-165 c,,0.120683,15.31299,2455004.79196,,,0.198947,3.028,18.71273055606418,47.80973888927036,,,,5211,0.77
Kepler-326 d,,0.0700163,6.766888,2454969.61605,,,0.107949,1.631,19.62170000023312,46.00225000010597,,,,5105,0.801
Kepler-31 c,0,0.254502,42.6318,2454974.191,0.0016,,0.374365,0.251,19.60153416660097,45.85305555555556,,,,6340,1.22
Kepler-82 b,,0.16455,26.444,,,,0.357,,19.52489166683621,42.96613888846504,,,,5512,0.9
Kepler-306 c,,0.0732442,7.240193,2455188.01328,,,0.209653,3.052,19.23591111103694,40.61614999983046,,,,4954,0.719
Kepler-85 e,,0.168293,25.216751,2454985.68815,,,0.113302,4.083,19.39823055585225,45.29031944433848,,,,5436,0.893
Kepler-390 c,,0.108535,13.060022,2454977.33121,,,0.0704791,2.665,19.44191944440206,41.20859999974569,,,,5166,0.776
Kepler-61 b,,0.257458,59.87756,2454984.188,,89.8,0.191639,0.201875,19.68696666664547,42.47527777777778,,,,4017,0.62
Kepler-80 b,,0.0788018,9.522,,,,0.249,,19.74083888901605,39.97877777735393,,,,4613,0.65
Kepler-272 d,,0.0964303,10.937304,2454969.98503,,,0.200732,3.084,19.94183055559794,47.59383055580987,,,,5297,0.929
Kepler-44 b,1.01508,0.0454854,3.24674,2454966.3781,0.00712336,83.78,1.24,0.134083,20.00682333310445,45.76213888910082,,,,5757,1.52
Kepler-292 b,,0.0368224,2.580827,2455004.56214,,,0.117763,2.092,19.71773888885975,42.42428055551317,,,,5299,0.826
Kepler-228 d,,0.0973508,11.094286,2455004.20123,,,0.360425,4.591,19.75241111119588,48.2246694442961,,,,6043,1.014
Kepler-140 b,,0.0429776,3.25427,2455005.66151,,,0.143635,2.978,19.15796944459279,46.76821944448683,,,,6077,1.288
Kepler-245 d,,0.214468,36.277108,2455034.27797,,,0.270319,4.804,19.44260000016954,42.43631944444444,,,,5100,0.795
Kepler-104 c,,0.161331,23.668205,2454965.71597,,,0.27924,5.872,19.17363888899486,42.16678055555456,,,,5711,1.349
Kepler-263 b,,0.127191,16.568087,2454979.15154,,,0.238201,4.143,19.4979805554284,37.5677888888783,,,,5265,0.785
Kepler-278 c,,0.269422,51.078775,2454985.34892,,,0.320278,11.315,19.3404805554284,38.70223055548139,,,,4991,2.935
Kepler-366 b,,0.043221,3.281959,2454965.41897,,,0.130252,2.851,19.79013888888889,49.08443888889419,,,,6209,1.048
HD 149026 b,0.359837,0.0431325,2.8758911,2454456.78761,0.00293331,84.55,0.654,0.135,16.50824444452921,38.3471805551317,8.16,,,6160,1.368
Kepler-186 b,,0.0483803,3.886803,2454966.32842,,,0.101704,1.907,19.91018055597941,43.95501944435968,,,,4048,0.524
Kepler-219 c,,0.156968,22.714613,2454980.29108,,,0.319386,5.808,19.24926944414775,46.7625611114502,,,,5786,1.491
Kepler-361 c,,0.283685,55.188023,2455013.75018,,,0.224819,9.167,19.78690000004239,46.74114999983046,,,,6169,1.343
Kepler-265 e,,0.325506,67.831024,2454958.89695,,,0.231064,7.066,19.36736111111111,41.24481944402059,,,,5835,1.103
Qatar-2 b,2.483,0.0215077,1.3371182,2455624.26679,0.02725,88.3,1.144,0.0754,13.84372472233242,-6.803999999894036,13.3,,,4645,0.713
Kepler-293 b,,0.140591,19.254196,2454997.78133,,,0.273887,4.533,19.09053888903724,42.40651111125946,,,,5804,0.957
Kepler-166 b,,0.0759843,7.650254,2455004.97149,,,0.202516,2.749,19.54401111072964,48.88118888854981,,,,5413,0.742
HAT-P-49 b,1.72579,0.0437742,2.691548,2456399.62406,0.00627264,86.2,1.413,0.1712,20.36275777816773,26.69266666624281,10.21,,,6820,1.833
Kepler-367 c,,0.278143,53.578637,2455004.18362,,,0.107057,5.236,19.8194888888465,49.98163055525886,,,,4710,0.695
Kepler-313 b,,0.118876,14.970418,2454967.5006,,,0.225711,5.858,19.88633055554496,48.77546111106872,,,,5727,1.536
Kepler-150 c,,0.0741975,7.381998,2455006.07123,,,0.3292,3.124,19.21561111132304,40.52089999993642,,,,5560,0.939
Kepler-87 b,1.0213,0.477022,114.73635,,0.0046991,89.274,1.21,,19.86111111111111,46.965,,,,5600,1.82
HAT-P-7 b,1.77867,0.037964,2.204737,2454731.67929,0.00602021,83.111,1.363,0.1669,19.48315611097548,47.96949999994702,10.46,,,6389,1.981
Kepler-316 c,,0.0704356,6.827766,2454971.61401,,,0.103488,2.419,19.38839999993642,44.18411111109786,,,,4204,0.52
Kepler-342 c,,0.17279,26.234138,2454974.99866,,,0.174859,2.435,19.51186944431729,46.72671111106873,,,,6175,1.472
WASP-38 b,2.70891,0.0758454,6.87188,2455322.1774,0.0069,89.5,1.09,0.1969,16.26398999955919,10.03258333312141,9.477,,,6180,1.35
Kepler-139 c,,0.569736,157.072878,2455314.26266,,,0.301543,8.517,18.82613055547078,43.88934999995762,,,,5594,1.3
Kepler-29 c,0,0.109809,13.2907,2454978.471,0.000784,,0.25849,0.127,19.88988833321465,47.49122222211626,,,,5750,0.96
WASP-6 b,0.521174,0.0428704,3.361006,2454596.43267,0.02092,88.47,1.224,0.1086,23.2104863887363,-22.67391666677263,11.91,,,5450,0.87
Kepler-206 c,,0.108963,13.137471,2455003.22781,,,0.157909,4.768,19.44231111102634,41.83386111110449,,,,5764,1.185
Kepler-169 c,,0.066017,6.195469,2454967.71616,,,0.107949,3.056,19.06666111098395,40.91931944449743,,,,4997,0.763
Kepler-196 b,,0.147733,20.739886,2455006.21817,,,0.169507,3.014,18.99789999961853,42.07919999970331,,,,5128,0.782
Kepler-352 b,,0.0911742,10.05537,2455006.23302,,,0.0767241,2.963,19.99309999995761,46.05196944448683,,,,5212,0.781
Kepler-329 b,,0.0744278,7.416397,2454968.85335,,,0.1249,2.168,19.95120000004768,45.22743055555556,,,,4257,0.523
Kepler-179 b,,0.0382833,2.735926,2455004.09382,,,0.146311,1.987,19.91091944482591,47.76203888893127,,,,5302,0.759
Kepler-176 b,,0.0604835,5.433074,2454971.36967,,,0.127576,2.407,19.64453055593702,43.85326111104754,,,,5232,0.891
Kepler-310 c,,0.28808,56.47542,2454976.81309,,,0.301543,6.133,19.2559611108568,46.98673888895247,,,,5797,0.876
Kepler-339 b,,0.0570545,4.977656,2454967.67151,,,0.126684,2.553,19.55678055551317,48.44463888910082,,,,5631,0.802
Kepler-124 d,,0.192925,30.950851,2454986.83698,,,0.0990276,4.196,19.11685000000729,49.06491111119588,,,,4984,0.636
Kepler-52 c,,0.10281,16.3850021,2455005.72549,,,0.16400700000000001,0.130217,19.11586888843113,49.97575000021193,,,,4075,0.52
HAT-P-5 b,1.05391,0.0407152,2.788491,2454241.77663,0.0122324,86.75,1.254,0.1217,18.29369416660733,36.62133333312141,12,,,5960,1.165
Kepler-125 b,,0.0506571,4.164389,2455004.08676,,,0.211437,1.798,19.8838805555635,47.60493888907963,,,,3810,0.512
Kepler-193 b,,0.0990643,11.38848,2455007.55117,,,0.213222,3.618,19.7665694448683,46.57723888927036,,,,6335,1.147
Kepler-119 c,,0.050338,4.125103,2454966.64137,,,0.0820769,2.84,19.72976111094157,42.65891944461399,,,,5595,0.839
Kepler-16 b,0.333,0.646795,228.776,,,89.9678,0.7538,,19.27171527756585,51.7574166668786,,,,4450,0.6489
Kepler-32 d,,0.128069,22.7802,2454988.2,0.002181,,0.240663,0.124,19.85616027779049,46.57424999978807,,,,3793,0.53
Kepler-58 c,,0.119982,15.5741568,2454965.43209,,,0.254925,0.212554,19.75724361101786,39.11516666624281,,,,5843,1.03
WASP-33 b,0,0.0255483,1.21986983,2454163.22373,0.0113636,87.67,1.497,0.11224,2.447516667048137,37.55050277776188,8.3,,,7430,1.444
TrES-1 b,0.752484,0.0392516,3.030065,2453901.90372,0.0184362,90,1.067,0.104334,19.06940111107296,36.63263888888889,11.76,,,5230,0.807
Kepler-62 e,,0.426299,122.3874,2454983.404,0.0007,89.98,0.143507,0.288333,18.88084972169664,45.34986111111111,13.8,,,4925,0.64
