#NAME,MSINI,A,PER,TT,DEPTH,I,R,T14,RA,DEC,V,VURL,VREF,TEFF,RSTAR
#,mjupiter,au,day,,,deg,rjupiter,day,hr,deg,,,,k,rsun
Kepler-334 c,,0.106855,12.758005,2454966.9579,,,0.127576,4.088,19.14271111064487,47.11518888897366,,,,5828,1.068
Kepler-372 c,,0.144457,20.053763,2454969.58035,,,0.186457,6.031,19.4170805555582,49.25895000033908,,,,6509,1.137
Kepler-127 b,,0.11603,14.435889,2454974.5114,,,0.1249,3.435,19.01266944461399,46.02796111106873,,,,6106,1.359
Kepler-27 b,0,0.10464,15.3348,2454991.6726,0.00235225,,0.356538,0.144583,19.48245138910081,41.08586111121708,,,,5400,0.59
Kepler-210 b,,0.0355986,2.453234,2455003.89153,,,0.262289,1.746,19.50023055555092,43.08315000004239,,,,4559,0.65
Kepler-40 b,2.17681,0.0806644,6.87349,2455005.5198,0.00319225,89.7,1.17,0.285833,19.78757916662428,47.52652777777778,14.761,,,6510,2.13
Kepler-171 c,,0.0994986,11.463462,2454970.38428,,,0.228388,2.566,19.78478888882531,41.75553888903724,,,,5642,0.839
Kepler-298 c,,0.157953,22.92881,2455156.03372,,,0.172183,2.398,18.86931944449743,48.82536111089919,,,,4465,0.582
Kepler-331 c,,0.130814,17.28111,2454969.00798,,,0.164154,2.772,19.45561944431729,39.30736111111111,,,,4347,0.492
Kepler-133 b,,0.0791285,8.129976,2454958.97047,,,0.157017,2.071,19.81853055556615,48.320330555439,,,,5736,1.425
HAT-P-39 b,0.598375,0.0509456,3.54387,2455208.75409,0.00986049,87,1.571,0.1745,7.583883055547873,17.8300833331214,12.422,,,6430,1.625
WASP-26 b,1.00876,0.0399686,2.7566,2455123.6379,0.0103,82.5,1.32,0.098,0.3068613889482286,-15.26730555554231,11.3,,,5059,1.34
WASP-71 b,2.24554,0.0463361,2.9036747,2455738.84977,0.00444,84.2,1.5,0.2094,1.950891111095746,0.7588055557674832,10.56,,,6050,2.32
Kepler-312 c,,0.142982,19.747412,2454980.1036,,,0.281024,3.376,19.89304999987284,42.45974999957615,,,,6115,1.467
OGLE-TR-56 b,1.35448,0.0238309,1.2119189,2452072.683,0.0105473,77.6,1.363,0.0788257,17.94319722175598,-29.53922222243415,16.56,,,6050,1.363
Kepler-235 c,,0.0771364,7.824904,2454969.55567,,,0.114194,2.217,19.07193888876173,39.27831944465637,,,,4255,0.554
Kepler-146 c,,0.353393,76.732171,2455033.67082,,,0.27924,6.216,19.60738055547079,38.71023055606418,,,,5948,1.208
Kepler-372 d,,0.189342,30.092568,2454982.03083,,,0.150772,7.499,19.4170805555582,49.25895000033908,,,,6509,1.137
Kepler-156 b,,0.0570224,4.973456,2455003.88529,,,0.205192,1.579,19.35309999995762,37.74948888884651,,,,5094,0.807
Kepler-393 c,,0.11698,14.613612,2454973.4124,,,0.118655,5.401,19.3996805551317,45.1922111108568,,,,6189,1.382
Kepler-136 c,,0.126325,16.399235,2454964.96851,,,0.177536,3.502,19.7644888888465,42.59878888871935,,,,6165,1.355
Kepler-144 b,,0.0637947,5.885273,2455007.42565,,,0.118655,1.873,18.79438055568271,42.7755111111535,,,,6075,1.235
Kepler-208 d,,0.09757,11.131786,2454956.29541,,,0.107057,4.118,19.59268055597941,42.52796944406298,,,,6092,1.314
Kepler-286 e,,0.185669,29.221289,2454972.33017,,,0.157909,3.93,19.37841111077203,48.29428888850742,,,,5580,0.863
Kepler-351 b,,0.217522,37.054919,2455033.20033,,,0.272995,5.122,19.09684999995761,42.65788055578867,,,,5643,0.854
Kepler-387 b,,0.0701869,6.791636,2454969.4873,,,0.0918904,3.197,19.18654999997881,45.65671111106872,,,,5774,1.046
HAT-P-9 b,0.775153,0.0528645,3.92289,2454417.9077,0.0117289,86.5,1.4,0.143,7.344577500025431,37.1405833334393,12.34,,,6350,1.32
Kepler-33 e,,0.213825,31.7844,2454968.8,0.000404412,88.94,0.358929,,19.27183666653103,46.00519444465638,13.74,,,5904,1.82
Kepler-216 c,,0.131447,17.406669,2455004.00607,,,0.271211,6.869,19.58186944431729,46.12914999961853,,,,6091,1.26
Kepler-365 c,,0.13334,17.784129,2454979.90524,,,0.146311,3.862,19.70843888865577,49.13043055534363,,,,6012,1.048
Kepler-19 b,0,0.0845828,9.2869944,2454959.70597,0.000565964,89.94,0.197074,0.140215,19.36138944413927,37.85177777780427,12.04,,,5541,0.85
Kepler-130 b,,0.0812393,8.457458,2454972.06666,,,0.0909983,3.248,19.23003888871935,40.24533055517409,,,,5884,1.127
Kepler-160 c,,0.112047,13.699087,2455004.48747,,,0.322063,4.807,19.18489999996291,42.86928055551317,,,,5857,0.884
Kepler-207 c,,0.0413536,3.071571,2454966.30425,,,0.133821,4.077,19.33536944442325,42.16604999966091,,,,5920,1.588
Kepler-284 b,,0.106526,12.699149,2455017.98515,,,0.199839,2.819,19.54309999995762,47.72965000046624,,,,5615,0.814
Kepler-326 b,,0.0335877,2.248329,2454966.42421,,,0.135605,2.071,19.62170000023312,46.00225000010597,,,,5105,0.801
Kepler-200 c,,0.0921796,10.222157,2454968.89056,,,0.14185,1.11,18.96066111140781,41.23746111101575,,,,5678,0.944
Kepler-280 c,,0.0557436,4.807091,2454967.64249,,,0.17932,0.901,19.42603055530124,42.18058888859219,,,,5744,0.886
Kepler-249 d,,0.120974,15.368459,2454980.38889,,,0.140066,2.697,19.79900000042386,43.65851944446563,,,,3568,0.482
WASP-60 b,,0.0531041,4.3050011,2455747.0295,0.006,87.9,0.86,0.139,23.77777333365546,31.15594444433848,12.18,,,5900,1.14
Kepler-125 c,,0.0629914,5.774464,2454965.96118,,,0.0660184,1.878,19.8838805555635,47.60493888907963,,,,3810,0.512
Kepler-319 c,,0.0712147,6.941357,2454970.54285,,,0.234633,1.791,19.25413055552377,39.7706611111429,,,,5526,0.903
Kepler-153 b,,0.138715,18.870227,2455011.71046,,,0.260505,3.075,18.83070000012716,48.25711944421133,,,,5404,0.892
Kepler-238 d,,0.109494,13.233549,2454973.32179,,,0.273887,6.642,19.19313888867696,40.63781944433848,,,,5751,1.43
Kepler-153 c,,0.254528,46.90232,2454987.30653,,,0.225711,3.826,18.83070000012716,48.25711944421133,,,,5404,0.892
Kepler-295 c,,0.151444,21.526258,2454965.2872,,,0.10438,8.213,19.02306111123827,45.36778055561913,,,,5603,0.898
HAT-P-15 b,1.9513,0.0964692,10.863502,2454638.56019,0.0103861,89.1,1.072,0.2285,4.416537222332425,39.46063888867696,12.159,,,5568,1.08
Kepler-24 e,,0.139343,18.998355,2454977.74357,,,0.248015,2.963,19.36088055504693,38.34375,,,,5897,1.289
HD 209458 b,0.68851,0.047235,3.52474859,2452826.628514,0.0146071,86.71,1.359,0.128528,22.05298611111111,18.88436388889949,7.65,,,6065,1.155
Kepler-82 c,,0.256743,51.538,,,,0.477,,19.52489166683621,42.96613888846504,,,,5512,0.9
WASP-61 b,2.05477,0.0514489,3.8559,2455859.52825,0.0088,89.35,1.24,0.1642,5.019976666768392,-26.05413888878293,12.49,,,6250,1.36
Kepler-58 b,,0.0905953,10.2184954,2454969.87048,,,0.247794,0.183196,19.75724361101786,39.11516666624281,,,,5843,1.03
Kepler-379 b,,0.144671,20.09838,2455040.5759,,,0.148095,5.105,19.71341111077203,38.9458305560218,,,,6054,1.306
Kepler-376 b,,0.0566146,4.920199,2454968.40794,,,0.095459,3.915,19.4404805554284,38.41038888931274,,,,5900,1.175
Kepler-225 b,,0.0698236,6.738975,2454968.27658,,,0.107057,3.018,19.47960000038147,47.45708888901605,,,,3682,0.48
CoRoT-17 b,2.45898,0.0480499,3.7681,2454923.3093,0.00434937,88.34,1.02,0.196667,18.57994833310445,-6.612249999576145,15.46,,,5740,1.5121
WASP-31 b,0.477154,0.0466223,3.405909,2455189.2828,0.01622,84.54,1.537,0.1107,11.29593249956767,-19.05477777798971,11.7,,,6302,1.252
Kepler-164 d,,0.184674,28.986769,2454967.78268,,,0.218574,3.444,19.18538888891538,47.62991111119588,,,,5888,1.148
Kepler-199 c,,0.323142,67.093408,2454979.56577,,,0.289946,6.931,19.70396111117469,40.23626944435967,,,,5644,0.967
Kepler-344 b,,0.15349,21.963945,2454966.03648,,,0.232849,2.676,19.49998055564033,46.324411110878,,,,5774,0.976
Kepler-132 b,,0.0658943,6.178196,2455001.86198,,,0.107949,3.264,18.88238888846503,41.34303888850742,,,,6003,1.178
Kepler-250 d,,0.132661,17.648312,2454966.545,,,0.194487,1.98,19.30631944444444,44.14195000012715,,,,5160,0.805
Kepler-256 d,,0.0634611,5.839172,2454965.08845,,,0.221251,3.134,19.50536111089918,46.09738888846503,,,,5551,1.301
Kepler-187 b,,0.0567577,4.938864,2454968.95186,,,0.125792,4.279,19.98643055544959,44.08931111123827,,,,6105,1.287
Kepler-374 d,,0.0574402,5.028219,2454967.10741,,,0.11687,3.44,19.60918888939752,42.37050000005299,,,,5977,0.911
Kepler-383 c,,0.193962,31.200751,2454973.07568,,,0.110625,3.718,19.42283888869816,38.36313055568272,,,,4710,0.672
Kepler-295 b,,0.106224,12.645164,2454971.62536,,,0.108841,8.613,19.02306111123827,45.36778055561913,,,,5603,0.898
Kepler-171 d,,0.227355,39.595519,2455001.11922,,,0.168615,6.315,19.78478888882531,41.75553888903724,,,,5642,0.839
Kepler-287 b,,0.145838,20.342199,2454970.69875,,,0.207869,2.257,19.39516111161974,48.44354999966091,,,,5806,1.032
WASP-36 b,2.25537,0.0262601,1.5373653,2455569.83731,0.01913,83.65,1.269,0.07566,8.77202722231547,-8.026944444444446,12.7,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Smith 2012,5881,0.943
Kepler-213 c,,0.0558662,4.822962,2454967.43649,,,0.208761,0.828,19.38828055540721,44.6471805551317,,,,5696,1.195
Kepler-268 b,,0.17147,25.934138,2454982.76209,,,0.227496,4.571,19.46508055580987,38.05508055580987,,,,6081,1.274
Kepler-204 b,,0.115842,14.400974,2455007.98593,,,0.225711,3.906,19.02315000004238,41.76191944440206,,,,5812,1.238
Kepler-149 c,,0.284166,55.328328,2455019.32665,,,0.143635,6.948,19.05691111087799,38.38411944442325,,,,5381,0.953
HAT-P-6 b,1.05632,0.0523738,3.852985,2454035.67575,0.00872,85.51,1.33,0.1461,23.65161277784241,42.46597222222223,10.44,,,6570,1.46
Kepler-35 b,0.127,0.48628,131.458,,,89.24,0.728,,19.6331319448683,46.68975000010596,,,,,1.0284
Kepler-397 b,,0.154824,22.250949,2454982.43067,,,0.219467,1.689,19.72626944435967,42.3804499997033,,,,5307,0.767
Kepler-129 c,,0.369989,82.20017,2455041.78963,,,0.227496,10.57,19.02074999994702,47.84856111102634,,,,5770,1.641
Kepler-398 c,,0.0992436,11.419412,2454975.11768,,,0.0901062,3.342,19.43123888863458,40.34385000016955,,,,4493,0.613
Kepler-211 b,,0.0504476,4.138575,2454965.01632,,,0.11241,2.226,19.02928055551317,43.16848055561383,,,,5123,0.816
Kepler-242 b,,0.0796077,8.20395,2455002.69117,,,0.232849,2.74,19.10438055568271,41.80839999993642,,,,5020,0.85
Kepler-138 b,,0.0927211,10.312364,2454966.54425,,,0.0544206,1.92,19.35876944435967,43.29298888842265,,,,4079,0.528
Kepler-389 b,,0.0428881,3.244107,2454965.94408,,,0.134713,2.094,19.46400000042386,44.90001944444452,,,,5376,0.792
Qatar-1 b,1.08272,0.0234308,1.420033,2455518.4102,0.02117,83.47,1.164,0.06716,20.22544861104753,65.16207777765062,12.843,,,4861,0.823
Kepler-194 b,,0.032015,2.092281,2454966.05964,,,0.134713,2.351,19.46476111094157,47.86416944397821,,,,6089,1.025
Kepler-221 d,,0.0910907,10.04156,2454970.08456,,,0.243554,2.53,19.77698055585225,46.83526944438616,,,,5243,0.821
Kepler-338 d,,0.245507,44.431014,2454976.54198,,,0.267642,10.624,18.86526111072964,40.78435000002384,,,,5923,1.735
Kepler-32 e,,0.0323795,2.896,2454966.61,0.000671,,0.133702,0.053,19.85616027779049,46.57424999978807,,,,3793,0.53
Kepler-146 b,,0.193788,31.158799,2455006.90272,,,0.330984,5.189,19.60738055547079,38.71023055606418,,,,5948,1.208
Kepler-11 f,0.00723,0.250413,46.6888,2454964.6487,0.000470456,89.47,0.221888,0.267958,19.80767277770572,41.90911111089918,,,,5663,1.065
Kepler-176 c,,0.106865,12.759712,2455003.31062,,,0.231956,3.541,19.64453055593702,43.85326111104754,,,,5232,0.891
Kepler-251 b,,0.0556186,4.790936,2454969.31148,,,0.118655,2.705,19.77108055565092,44.10586111121707,,,,5526,0.89
Kepler-292 c,,0.0469467,3.715335,2455002.79198,,,0.131145,2.32,19.71773888885975,42.42428055551317,,,,5299,0.826
Kepler-324 b,,0.0524333,4.385315,2454972.22656,,,0.101704,2.488,19.09809999995761,49.64901944478353,,,,5194,0.84
Kepler-250 c,,0.0726807,7.156804,2455007.13628,,,0.203408,2.567,19.30631944444444,44.14195000012715,,,,5160,0.805
Kepler-309 b,,0.0640717,5.923653,2454967.68239,,,0.139174,2.787,19.83398888885975,46.96126111136542,,,,4713,0.721
Kepler-261 c,,0.165407,24.570858,2454968.87408,,,0.178428,2.761,19.42431944423252,37.6091694439782,,,,5098,0.794
Kepler-336 c,,0.0884004,9.600001,2454969.58177,,,0.187349,4.243,19.34918055534363,41.33138055589464,,,,5867,1.304
Kepler-365 b,,0.0948224,10.664903,2454965.00994,,,0.181997,3.293,19.70843888865577,49.13043055534363,,,,6012,1.048
Kepler-12 b,0.431855,0.0556348,4.4379637,2455004.00835,0.013765,88.76,1.695,0.19573,19.08289638837179,50.04033333354526,13.8,,,5947,1.483
Kepler-229 d,,0.233437,41.194912,2454998.02365,,,0.343474,5.02,19.1333000002967,48.37578888893128,,,,5120,0.728
HAT-P-36 b,1.83475,0.0238229,1.327347,2455565.18144,0.014066,86,1.264,0.0923,12.55108583331108,44.9153055551317,12.262,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,5560,1.096
WASP-35 b,0.716644,0.0431283,3.161575,2455531.47907,0.0154,87.96,1.32,0.1278,5.072118333180745,-6.229805555343628,10.95,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,5990,1.09
Kepler-132 c,,0.0675669,6.414914,2455002.63908,,,0.114194,3.3,18.88238888846503,41.34303888850742,,,,6003,1.178
WTS-1 b,,0.0465809,3.352059,2454318.7472,,85.5,1.49,,19.59954722192552,36.29032500002119,16.13,,,6250,1.15
Kepler-322 b,,0.0273702,1.653888,2454965.19171,,,0.0901062,1.672,18.75658888869815,44.29523888905843,,,,5388,0.89
Kepler-51 b,,0.248169,45.1555023,2454992.10435,,,0.628398,0.240792,19.7653183333079,49.93766666677263,,,,5803,0.91
Kepler-252 b,,0.0693352,6.668391,2454970.43483,,,0.109733,1.978,19.7052888891432,44.54596111085679,,,,4208,0.549
XO-1 b,0.918265,0.049283,3.941534,2453808.917,0.0175828,88.81,1.206,0.120447,16.03662222226461,28.16955555544959,11.19,,,5750,0.934
Kepler-63 b,,0.0869107,9.4341505,,0.00386884,87.806,6.11,2.903,19.28174833297729,49.54819444444444,12.02,,,5576,0.901
Kepler-33 d,,0.166175,21.77596,,,88.71,0.477,,19.27183666653103,46.00519444465638,13.74,,,5904,1.82
Kepler-287 c,,0.247055,44.851896,2455005.463,,,0.290838,3.584,19.39516111161974,48.44354999966091,,,,5806,1.032
Kepler-245 b,,0.0749207,7.49019,2455007.94919,,,0.22928,2.804,19.44260000016954,42.43631944444444,,,,5100,0.795
Kepler-100 c,,,12.8159,,0.000183603,,0.19627085,,,,,,,5825,1.49
Kepler-180 c,,0.236039,41.885775,2455011.68703,,,0.268534,6.241,19.70476111094157,49.77458055549198,,,,5731,1.063
Kepler-82 e,,0.063917,5.902206,2454969.78443,,,0.220359,2.827,19.52488888899485,42.96613888846504,,,,5428,0.945
Kepler-20 d,0.0236858,0.345324,77.61184,2454997.7271,0.00071289,89.57,0.24512,0.330065,19.17986777729458,42.33869444423252,12.51,,,5466,0.944
Kepler-217 b,,0.0600513,5.374943,2455003.93324,,,0.198947,4.011,19.53585000011656,46.27751944435967,,,,6171,1.799
Kepler-235 e,,0.251922,46.183669,2454998.23932,,,0.198055,4.833,19.07193888876173,39.27831944465637,,,,4255,0.554
Kepler-227 c,,0.281042,54.418694,2454995.51038,,,0.271211,4.511,19.46228055530124,48.14165000014835,,,,5854,1.091
Kepler-169 d,,0.0805377,8.348125,2454969.84117,,,0.111518,2.79,19.06666111098395,40.91931944449743,,,,4997,0.763
Kepler-254 b,,0.0633704,5.826662,2455006.01039,,,0.345258,3.032,19.21098055521647,45.81651111072964,,,,5957,0.91
Kepler-79 e,,0.366575,81.065298,2454972.52908,,,0.299759,3.686,20.03448055558735,44.38158055517409,,,,6189,1.403
Kepler-241 b,,0.106632,12.718092,2455008.35418,,,0.207869,3.117,19.52753888871935,41.06091944482591,,,,4699,0.668
Kepler-380 c,,0.0758501,7.630004,2454970.08071,,,0.113302,2.949,18.8263111114502,48.75913888931274,,,,6045,1.224
Kepler-384 b,,0.156426,22.597053,2454973.4199,,,0.0999197,6.031,19.06841111116939,44.78286944495307,,,,5577,0.882
Kepler-193 c,,0.26808,50.697494,2454974.32288,,,0.245339,6.115,19.7665694448683,46.57723888927036,,,,6335,1.147
Kepler-368 c,,0.339899,72.379334,2455012.5342,,,0.34615,7.685,19.45866944419013,45.38793055534363,,,,5502,2.019
WASP-55 b,0.57116,0.0532575,4.465633,2455737.9396,0.0158,89.6,1.3,0.147,13.58387388888333,-17.50352777772479,11.75,,,5900,1.06
Kepler-280 b,,0.0324953,2.139542,2454966.6526,,,0.12936,2.02,19.42603055530124,42.18058888859219,,,,5744,0.886
Kepler-325 c,,0.106878,12.762172,2454976.73016,,,0.226604,1.838,19.32236111111111,49.82563055568271,,,,5752,1.003
OGLE-TR-111 b,0.548481,0.0468862,4.0161,2452330.449,0.01687,88.25,1.051,0.113444,10.88830833329095,-61.40563888867696,16.96,,,5040,0.831
Kepler-185 b,,0.0271381,1.6329,2454967.54797,,,0.10438,1.559,18.83121111128065,43.88991111119588,,,,5208,0.806
WASP-3 b,2.00437,0.0314948,1.846834,2454605.55922,0.010282,85.06,1.29,0.117,18.57545138888889,35.66152777777778,10.64,,,6400,1.31
Kepler-172 d,,0.117052,14.627119,2454969.23672,,,0.200732,3.541,18.89123055564033,41.82186111132305,,,,5526,1.085
Kepler-182 c,,0.147469,20.684342,2455003.18819,,,0.306004,6.416,19.32201111104753,50.58623888889949,,,,6250,1.146
TrES-5 b,1.77,0.0245157,1.4822446,2455443.25153,0.020621,84.529,1.209,0.0773009,20.34812527762519,59.44877777735392,13.718,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,5171,0.866
Kepler-49 e,,0.137369,18.596108,2454974.26415,,,0.139174,2.164,19.48631111118529,40.59178888903724,,,,4252,0.559
Kepler-399 c,,0.174723,26.67569,2454982.99908,,,0.127576,2.758,19.96678055555456,40.67080000003179,,,,5502,0.68
Kepler-175 c,,0.205538,34.035257,2454967.4229,,,0.276563,7.057,19.30354999992583,43.87618055555556,,,,6064,1.01
Kepler-391 c,,0.146522,20.485435,2454979.92391,,,0.315818,10.381,19.37478888882531,51.05730000019073,,,,4940,3.569
Kepler-200 b,,0.0821165,8.594805,2455004.62998,,,0.190026,3.534,18.96066111140781,41.23746111101575,,,,5678,0.944
Kepler-122 d,,0.151731,21.587475,2454975.97287,,,0.196271,4.683,19.40746111128065,39.94911111089918,,,,6050,1.216
Kepler-18 b,0.0216244,0.0447299,3.504725,2454966.5068,0.000274234,84.92,0.17843,0.0865,19.87196305539873,44.74636111153497,,,,5383,1.108
HAT-P-23 b,2.0884,0.0231971,1.212884,2454852.26464,0.0136656,85.1,1.368,0.0908,20.40825666692522,16.76213888910082,11.94,,,5905,1.203
Kepler-388 c,,0.109844,13.297004,2454973.94788,,,0.0767241,3.277,18.98853888882531,44.60873055564033,,,,4498,0.586
Kepler-246 c,,0.0978933,11.187161,2454970.18172,,,0.133821,3.161,19.76556111123827,42.6634305551317,,,,5206,0.831
Kepler-240 b,,0.0504957,4.144495,2454968.92658,,,0.122223,2.368,19.41058055559794,40.75026944445239,,,,4985,0.739
Kepler-26 c,0,0.113189,17.25204,2454982.8854,0.00236196,,0.320884,0.088333,18.99606638908386,46.56652777777777,,,,3933,0.59
Kepler-143 c,,0.176495,27.082511,2455024.80613,,,0.300651,5.103,19.87118055555555,49.41260000016954,,,,5848,1.359
Kepler-206 b,,0.0768541,7.781987,2454966.5899,,,0.107057,3.644,19.44231111102634,41.83386111110449,,,,5764,1.185
Kepler-22 b,0,0.848513,289.8623,2454966.6983,0.00049284,89.764,0.2125,0.308958,19.28116472244263,47.88441666669316,,,,5518,0.979
Kepler-68 c,0.0137538,0.0907019,9.605085,2454969.3805,0.0000494209,86.93,0.0849452,0.108481,19.40215666664971,49.04024999989404,10.08,,,5793,1.243
Kepler-300 b,,0.0935225,10.446347,2454966.27803,,,0.148987,2.19,19.68591111103694,48.59971944491069,,,,5986,0.9
Kepler-110 c,,0.196107,31.719775,2454975.82056,,,0.197163,4.823,19.52861111111111,48.60281111107933,,,,5960,1.149
Kepler-42 d,,0.0150222,1.865169,2454966.7847,0.00094249,,0.0508067,,19.48126555548774,44.6193333334393,16.124,,,3068,0.17
Kepler-357 d,,0.263841,49.499875,2454972.04946,,,0.306004,6.594,19.41621111128065,44.0087194442749,,,,5036,0.834
Kepler-134 b,,0.0596222,5.317429,2455004.87608,,,0.178428,2.901,18.98260000016954,49.59840000046624,,,,5983,1.176
Kepler-369 b,,0.0382537,2.732756,2455187.09555,,,0.100812,1.037,19.57828055593702,47.9084611108568,,,,3591,0.471
Kepler-257 d,,0.165827,24.664551,2455022.02052,,,0.441609,2.655,19.82106944455041,46.02326111104753,,,,5180,1.037
Kepler-342 b,,0.119932,15.170318,2454965.66283,,,0.200732,4.016,19.51186944431729,46.72671111106873,,,,6175,1.472
Kepler-119 b,,0.0352966,2.422082,2454965.93928,,,0.321171,2.574,19.72976111094157,42.65891944461399,,,,5595,0.839
WASP-64 b,1.2691,0.0265195,1.5732918,2455582.60169,0.01522,86.57,1.271,0.09999,6.74100277794732,-32.85838888910082,12.29,,,5550,1.058
Kepler-190 b,,0.0312733,2.019999,2455003.06945,,,0.139174,1.821,19.23893888897366,44.73379999998543,,,,5106,0.795
Kepler-56 c,,0.167568,21.4050484,2454980.0928,,,0.699706,0.461654,19.58388999998569,41.87186111132304,,,,4931,0.58
Kepler-237 b,,0.0550302,4.715106,2454967.95992,,,0.125792,2.351,18.88143055597941,40.42183055559794,,,,4861,0.725
Kepler-223 e,,0.142858,19.721734,2454968.10369,,,0.214114,5.82,19.88788888878292,47.2794888888465,,,,5829,1.017
Kepler-81 d,,0.148198,20.837846,2454965.07963,,,0.107949,2.57,19.5758000002967,42.82496944427491,,,,4500,0.595
Kepler-403 c,,0.280567,54.280749,2454973.7172,,,0.156125,5.373,19.32809999995762,46.74456111060248,,,,6090,1.329
Kepler-197 d,,0.122591,15.677563,2455012.46886,,,0.108841,5.326,19.6817611111535,50.55898055606418,,,,6004,1.12
Kepler-348 b,,0.0720019,7.05677,2454965.53178,,,0.135605,1.909,19.81700000001324,40.54836944474114,,,,6177,1.359
Kepler-341 d,,0.179022,27.666313,2454976.86829,,,0.165046,6.048,19.32411111089918,43.47276944425371,,,,6012,1.024
Kepler-364 c,,0.29988,59.980627,2455009.15025,,,0.19181,6.582,18.77133055580987,47.39868888854981,,,,6108,1.284
Kepler-299 e,,0.222312,38.285489,2454976.30747,,,0.16683,5.638,18.88046111106873,48.58049999978807,,,,5617,1.032
CoRoT-23 b,3.07662,0.0483417,3.6313,2455308.939,,85.7,1.05,0.162,18.65217777782016,4.357777777777778,16.96,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,5900,1.61
Kepler-387 c,,0.101652,11.837549,2454975.2121,,,0.0794005,3.256,19.18654999997881,45.65671111106872,,,,5774,1.046
Kepler-54 d,,0.148945,20.995694,2454985.31995,,,0.136497,2.698,19.65160000006358,43.05630000008477,,,,4252,0.554
WASP-39 b,0.284135,0.0485835,4.055259,2455342.9688,0.0211,87.83,1.27,0.1168,14.48844666692946,-3.444472221798367,12.11,,,5400,0.895
Kepler-219 b,,0.0540172,4.585512,2455002.8568,,,0.263181,3.272,19.24926944414775,46.7625611114502,,,,5786,1.491
Kepler-385 b,,0.0911035,10.043686,2455186.62503,,,0.243554,4.597,19.62256944444444,50.33653888887829,,,,6326,1.126
Kepler-374 b,,0.0299991,1.897806,2454965.67854,,,0.0918904,2.641,19.60918888939752,42.37050000005299,,,,5977,0.911
Kepler-296 e,,0.205969,34.142347,2454954.02752,,,0.156125,4.261,19.10266944434908,49.43733055565092,,,,4249,0.557
Kepler-255 b,,0.0625553,5.714606,2454965.64035,,,0.138282,2.238,19.73761944452922,45.97683888859219,,,,5573,0.933
Kepler-197 b,,0.061711,5.599308,2455004.47282,,,0.0909983,3.681,19.6817611111535,50.55898055606418,,,,6004,1.12
Kepler-183 c,,0.100501,11.637071,2455011.84301,,,0.202516,3.289,19.56871944440736,39.31588888910081,,,,5888,0.958
Kepler-232 b,,0.0527986,4.431222,2455004.01551,,,0.274779,3.172,19.72108055565092,51.12173888895246,,,,5847,0.968
Kepler-345 c,,0.0870905,9.387427,2454970.38084,,,0.107057,1.555,19.68191944440206,45.97101944446564,,,,4504,0.623
WASP-80 b,0.551763,0.0344696,3.0678504,2456125.417512,0.02933,89.92,0.952,0.088,20.2111605559455,-2.144194444020589,11.7,,,4145,0.571
Kepler-152 b,,0.135451,18.207973,2455018.84202,,,0.248907,3.756,19.12436944431729,41.98908055570391,,,,5088,0.724
Kepler-8 b,0.582607,0.0483278,3.52254,2454954.1182,0.00962165,84.07,1.419,0.133727,18.75254111104541,42.45105555554231,,,,6213,1.486
Kepler-336 d,,0.147443,20.678772,2454984.69139,,,0.211437,4.515,19.34918055534363,41.33138055589464,,,,5867,1.304
Kepler-353 c,,0.0809409,8.410894,2454966.80505,,,0.123115,2.253,19.7904388888677,41.75818055576748,,,,3903,0.504
Kepler-154 b,,0.201514,33.040532,2454994.22087,,,0.201624,3.355,19.31870000004768,49.89653055508931,,,,5690,1.001
Kepler-237 c,,0.0789575,8.103636,2455009.94805,,,0.185565,3.15,18.88143055597941,40.42183055559794,,,,4861,0.725
HAT-P-14 b,2.22166,0.0606258,4.627669,2454875.28938,0.00648025,83.5,1.15,0.0912,17.3410761112637,38.24219444433848,9.98,,,6600,1.468
Kepler-317 c,,0.0832604,8.77501,2454966.7098,,,0.153448,2.857,19.66293055534363,39.03206111060248,,,,5497,0.941
Kepler-301 d,,0.112331,13.751243,2454977.61227,,,0.156125,3.958,18.93219999949137,49.23298888842265,,,,5815,0.9
Kepler-148 c,,0.050784,4.180043,2455006.71928,,,0.321171,2.482,19.31908055543899,46.85878888871935,,,,5272,0.851
Kepler-49 d,,0.0367817,2.576549,2455005.12932,,,0.142742,1.597,19.48631111118529,40.59178888903724,,,,4252,0.559
Kepler-169 b,,0.0429455,3.250619,2454966.69209,,,0.100812,2.135,19.06666111098395,40.91931944449743,,,,4997,0.763
WASP-66 b,2.30754,0.0546221,4.086052,2455929.09615,0.00668,85.9,1.39,0.1876,10.54833361095852,-34.98980555534363,11.6,,,6600,1.75
Kepler-303 c,,0.0720317,7.061149,2454969.27187,,,0.101704,1.054,18.87570000012716,43.65704999976688,,,,3944,0.485
Kepler-168 b,,0.0527522,4.425391,2454967.56055,,,0.130252,3.514,19.64733888838026,39.82510000016955,,,,6282,1.107
Kepler-56 b,,0.104248,10.5034294,2454968.55893,,,0.342276,0.564171,19.58388999998569,41.87186111132304,,,,4931,3.14
